ID,FirstName,LastName,Age,City,Email,Active
3446,Luis,Sánchez,46,Madrid,user535@example.com,true
3570,Luis,González,30,Madrid,user931@example.com,false
469,María,García,41,Barcelona,user205@example.com,false
7740,Isabel,Sánchez,62,Barcelona,user764@example.com,true
7154,María,López,59,Palma,user261@example.com,true
7599,Carlos,López,65,Sevilla,user337@example.com,true
925,Luis,Pérez,31,Murcia,user733@example.com,true
3340,José,Pérez,46,Madrid,user162@example.com,true
1480,Carmen,Rodríguez,33,Murcia,user629@example.com,true
7693,Ana,Rodríguez,65,Sevilla,user867@example.com,true
7125,Juan,Rodríguez,28,Zaragoza,user874@example.com,true
6203,Luis,López,34,Murcia,user103@example.com,true
962,Laura,Ramírez,32,Málaga,user803@example.com,true
5199,Isabel,López,55,Murcia,user761@example.com,false
8806,Ana,Ramírez,49,Valencia,user357@example.com,true
190,Carlos,García,39,Zaragoza,user829@example.com,false
7780,Ana,González,25,Barcelona,user938@example.com,false
2577,José,Sánchez,65,Málaga,user566@example.com,true
