ID,FirstName,LastName,Age,City,Email,Active
2650,Luis,López,50,Barcelona,user690@example.com,false
1384,Laura,López,63,Sevilla,user861@example.com,true
4524,Isabel,López,45,Málaga,user145@example.com,true
1692,Miguel,Sánchez,68,Valencia,user775@example.com,false
8000,Luis,Martínez,48,Barcelona,user680@example.com,false
5092,Laura,García,41,Sevilla,user713@example.com,true
4615,Carmen,Sánchez,23,Murcia,user941@example.com,true
2823,Juan,Sánchez,65,Zaragoza,user317@example.com,false
5112,Laura,Rodríguez,21,Zaragoza,user115@example.com,true
3306,Laura,García,41,Valencia,user631@example.com,true
807,Luis,Pérez,67,Murcia,user111@example.com,false
383,Miguel,Pérez,48,Barcelona,user902@example.com,true
3857,Isabel,Ramírez,66,Valencia,user854@example.com,true
7902,Luis,Sánchez,20,Palma,user6@example.com,false
