ID,FirstName,LastName,Age,City,Email,Active
9400,Carmen,García,33,Sevilla,user124@example.com,true
8542,José,Sánchez,49,Murcia,user691@example.com,false
9087,Miguel,García,41,Palma,user107@example.com,true
4974,Juan,López,50,Barcelona,user300@example.com,true
9425,María,Sánchez,43,Valencia,user750@example.com,false
232,Miguel,Rodríguez,38,Barcelona,user449@example.com,true
1826,Juan,López,43,Valencia,user704@example.com,false
4097,Isabel,García,53,Valencia,user959@example.com,true
8981,Ana,Rodríguez,42,Murcia,user184@example.com,true
5680,María,García,31,Madrid,user562@example.com,true
7749,María,Sánchez,33,Madrid,user338@example.com,true
6530,Juan,González,63,Palma,user477@example.com,false
4111,Juan,Sánchez,38,Málaga,user640@example.com,false
4141,José,Sánchez,66,Málaga,user320@example.com,false
6392,Luis,González,46,Málaga,user107@example.com,true
160,Miguel,Sánchez,66,Valencia,user357@example.com,false
9262,Juan,García,60,Sevilla,user244@example.com,false
3068,Carlos,Sánchez,21,Barcelona,user211@example.com,false
1154,José,González,38,Valencia,user162@example.com,true
3335,Isabel,Martínez,44,Palma,user367@example.com,false
3546,Carlos,Ramírez,25,Murcia,user940@example.com,false
422,Laura,González,52,Málaga,user765@example.com,true
3018,Isabel,García,54,Sevilla,user980@example.com,false
6578,José,Martínez,63,Palma,user783@example.com,false
6188,Isabel,Ramírez,40,Málaga,user144@example.com,false
3789,Carmen,Rodríguez,23,Murcia,user932@example.com,false
3712,Isabel,García,52,Valencia,user634@example.com,false
