ID,FirstName,LastName,Age,City,Email,Active
2073,Miguel,Rodríguez,35,Madrid,user917@example.com,false
5605,Ana,Rodríguez,20,Barcelona,user170@example.com,false
8477,José,Rodríguez,56,Valencia,user40@example.com,false
6587,Miguel,Pérez,54,Palma,user849@example.com,false
1655,Juan,Rodríguez,37,Madrid,user827@example.com,false
5029,José,González,67,Madrid,user2@example.com,false
2177,Isabel,González,67,Murcia,user91@example.com,true
1737,Isabel,López,56,Málaga,user419@example.com,false
1854,Juan,Pérez,42,Murcia,user692@example.com,false
8992,Isabel,Ramírez,54,Zaragoza,user213@example.com,false
3856,Ana,García,60,Palma,user974@example.com,false
7257,Miguel,Rodríguez,69,Palma,user637@example.com,true
6936,Carlos,Rodríguez,57,Palma,user348@example.com,false
5713,Laura,García,64,Murcia,user682@example.com,false
6568,Carlos,Sánchez,45,Palma,user547@example.com,false
5231,Carlos,González,26,Sevilla,user178@example.com,true
467,Luis,García,23,Palma,user900@example.com,false
5802,José,González,32,Madrid,user234@example.com,true
9860,Miguel,Pérez,48,Sevilla,user697@example.com,true
5516,Carmen,González,61,Barcelona,user141@example.com,false
8332,Carlos,García,32,Valencia,user972@example.com,true
943,Ana,López,40,Madrid,user94@example.com,true
7329,Miguel,García,40,Valencia,user136@example.com,false
6754,Isabel,Sánchez,65,Sevilla,user520@example.com,false
2479,Carlos,Martínez,56,Murcia,user862@example.com,true
3936,Luis,Sánchez,38,Madrid,user179@example.com,false
